postid,posttypeid,parentid,creationdate,score,title,"replace(body, '""', '&quot;')"
5821,1,NULL,"2008-08-08 11:56:36",104,"SQL Server 2000/5 Escape an Underscore","<p>How do I escape the underscore character?</p>&#xD;&#xA;&#xD;&#xA;<p>I am writing something like the following where clause and want to be able to find actual entries with _d at the end.</p>&#xD;&#xA;&#xD;&#xA;<pre><code>Where Username Like '%_d'<br></code></pre>"
5916,1,NULL,"2008-08-08 13:38:30",17,"How do you feel about code folding?","<p>For those of you in the Visual Studio environment, how do you feel about wrapping any of your code in #regions?  (or if any other IDE has something similar...)</p>&#xA;"
6173,1,NULL,"2008-08-08 17:24:19",9,"Regular expression for parsing links from a webpage?","<P>I'm looking for a .NET regular expression extract all the URLs from a webpage but haven't found one to be comprehensive enough to cover all the different ways you can specify a link. </P>&#xD;&#xA;<P>And a side question:</P>&#xD;&#xA;<P>Is there 'one regex to rule them all'? Or am I better off using a series of less complicated regular expressions and just using mutliple passes against the raw HTML? (Speed vs. Maintainability)</P>"
7244,1,NULL,"2008-08-10 17:14:10",55,"Anyone know a good workaround for the lack of an enum generic constraint?","<p>What I want to do is something like this: I have enums with combined flagged values.</p>&#xA;&#xA;<pre><code>public static class EnumExtension&#xA;{&#xA;    public static bool IsSet&lt;T&gt;( this T input, T matchTo ) &#xA;        where T:enum //the constraint I want that doesn't exist in C#3&#xA;    {    &#xA;    	return (input &amp; matchTo) != 0;&#xA;    }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>So then I could do:</p>&#xA;&#xA;<pre><code>MyEnum tester = MyEnum.FlagA | MyEnum.FlagB&#xA;&#xA;if( tester.IsSet( MyEnum.FlagA ) )&#xA;    //act on flag a&#xA;</code></pre>&#xA;&#xA;<p>Unfortunately C#'s generic where constraints have no enum restriction, only class and struct. C# doesn't see enums as structs (even though they are value types) so I can't add extension types like this.</p>&#xA;&#xA;<p>Anyone know a workaround?</p>&#xA;"
7284,1,NULL,"2008-08-10 18:41:02",165,"What is Turing Complete?","<p>What does the expression &quot;Turing Complete&quot; mean? </p>&#xA;&#xA;<p>Can you give a simple explanation, without going into too many theoretical details?</p>&#xA;"
9033,1,NULL,"2008-08-12 16:32:25",1478,"Hidden Features of C#?","<p>This came to my mind after I learned the following from <a href=&quot;http://www.stackoverflow.com/questions/8941/generic-type-checking&quot;>this question</a>:</p>&#xA;&#xA;<pre><code>where T : struct&#xA;</code></pre>&#xA;&#xA;<p>We, C# developers, all know the basics of C#. I mean declarations, conditionals, loops, operators, etc.</p>&#xA;&#xA;<p>Some of us even mastered the stuff like <a href=&quot;http://msdn.microsoft.com/en-us/library/512aeb7t.aspx&quot; rel=&quot;nofollow&quot;>Generics</a>, <a href=&quot;http://msdn.microsoft.com/en-us/library/bb397696.aspx&quot; rel=&quot;nofollow&quot;>anonymous types</a>, <a href=&quot;http://msdn.microsoft.com/en-us/library/bb397687.aspx&quot; rel=&quot;nofollow&quot;>lambdas</a>, <a href=&quot;http://msdn.microsoft.com/en-us/library/bb397676.aspx&quot; rel=&quot;nofollow&quot;>LINQ</a>, ...</p>&#xA;&#xA;<p>But what are the most hidden features or tricks of C# that even C# fans, addicts, experts barely know?</p>&#xA;&#xA;<h1>Here are the revealed features so far:</h1>&#xA;&#xA;<p><br /></p>&#xA;&#xA;<h2>Keywords</h2>&#xA;&#xA;<ul>&#xA;<li><a href=&quot;http://msdn.microsoft.com/en-us/library/9k7k7cf0.aspx&quot; rel=&quot;nofollow&quot;><code>yield</code></a> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9035#9035&quot;>Michael Stum</a></li>&#xA;<li><code>var</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9035#9035&quot;>Michael Stum</a></li>&#xA;<li><code>using()</code> statement by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9036#9036&quot;>kokos</a></li>&#xA;<li><code>readonly</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9036#9036&quot;>kokos</a></li>&#xA;<li><code>as</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9041#9041&quot;>Mike Stone</a></li>&#xA;<li><code>as</code> / <code>is</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9070#9070&quot;>Ed Swangren</a></li>&#xA;<li><code>as</code> / <code>is</code> (improved) by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9092#9092&quot;>Rocketpants</a></li>&#xA;<li><code>default</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9639#9639&quot;>deathofrats</a></li>&#xA;<li><code>global::</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/12152#12152&quot;>pzycoman</a></li>&#xA;<li><code>using()</code> blocks by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/12316#12316&quot;>AlexCuse</a></li>&#xA;<li><code>volatile</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/59691#59691&quot;>Jakub Šturc</a></li>&#xA;<li><code>extern alias</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/37926#37926&quot;>Jakub Šturc</a></li>&#xA;</ul>&#xA;&#xA;<h2>Attributes</h2>&#xA;&#xA;<ul>&#xA;<li><a href=&quot;http://msdn.microsoft.com/en-us/library/system.componentmodel.defaultvalueattribute.aspx&quot; rel=&quot;nofollow&quot;><code>DefaultValueAttribute</code></a> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9035#9035&quot;>Michael Stum</a></li>&#xA;<li><a href=&quot;http://msdn.microsoft.com/en-us/library/system.obsoleteattribute.aspx&quot; rel=&quot;nofollow&quot;><code>ObsoleteAttribute</code></a> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9037#9037&quot;>DannySmurf</a></li>&#xA;<li><a href=&quot;http://msdn.microsoft.com/en-us/library/system.diagnostics.debuggerdisplayattribute.aspx&quot; rel=&quot;nofollow&quot;><code>DebuggerDisplayAttribute</code></a> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9048#9048&quot;>Stu</a></li>&#xA;<li><a href=&quot;http://msdn.microsoft.com/en-us/library/system.diagnostics.debuggerbrowsableattribute.aspx&quot; rel=&quot;nofollow&quot;><code>DebuggerBrowsable</code></a> and <a href=&quot;http://msdn.microsoft.com/en-us/library/system.diagnostics.debuggerstepthroughattribute.aspx&quot; rel=&quot;nofollow&quot;><code>DebuggerStepThrough</code></a> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/33474#33474&quot;>bdukes</a></li>&#xA;<li><a href=&quot;http://msdn.microsoft.com/en-us/library/system.threadstaticattribute%28VS.71%29.aspx&quot; rel=&quot;nofollow&quot;><code>ThreadStaticAttribute</code></a> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/13932#13932&quot;>marxidad</a></li>&#xA;<li><a href=&quot;http://msdn.microsoft.com/en-us/library/system.flagsattribute.aspx&quot; rel=&quot;nofollow&quot;><code>FlagsAttribute</code></a> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/21752#21752&quot;>Martin Clarke</a></li>&#xA;<li><a href=&quot;http://msdn.microsoft.com/en-us/library/4xssyw96.aspx&quot; rel=&quot;nofollow&quot;><code>ConditionalAttribute</code></a> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/35342#35342&quot;>AndrewBurns</a></li>&#xA;</ul>&#xA;&#xA;<h2>Syntax</h2>&#xA;&#xA;<ul>&#xA;<li><a href=&quot;http://msdn.microsoft.com/en-us/library/ms173224.aspx&quot; rel=&quot;nofollow&quot;><code>??</code></a> (coalesce nulls) operator by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9036#9036&quot;>kokos</a></li>&#xA;<li>Number flaggings by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9038#9038&quot;>Nick Berardi</a></li>&#xA;<li><code>where T:new</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9067#9067&quot;>Lars Mæhlum</a></li>&#xA;<li>Implicit generics by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9099#9099&quot;>Keith</a></li>&#xA;<li>One-parameter lambdas by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9099#9099&quot;>Keith</a></li>&#xA;<li>Auto properties by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9099#9099&quot;>Keith</a></li>&#xA;<li>Namespace aliases by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9099#9099&quot;>Keith</a></li>&#xA;<li>Verbatim string literals with @ by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9114#9114&quot;>Patrick</a></li>&#xA;<li><code>enum</code> values by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/11738#11738&quot;>lfoust</a></li>&#xA;<li>@variablenames by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/14088#14088&quot;>marxidad</a></li>&#xA;<li><code>event</code> operators by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/14277#14277&quot;>marxidad</a></li>&#xA;<li>Format string brackets by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/15321#15321&quot;>Portman</a></li>&#xA;<li>Property accessor accessibility modifiers by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/15715#15715&quot;>xanadont</a></li>&#xA;<li>Conditional (ternary) operator (<code>?:</code>) by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/16450#16450&quot;>JasonS</a></li>&#xA;<li><code>checked</code> and <code>unchecked</code> operators by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/355991#355991&quot;>Binoj Antony</a></li>&#xA;<li><code>implicit and explicit</code> operators by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/121470#121470&quot;>Flory</a></li>&#xA;</ul>&#xA;&#xA;<h2>Language Features</h2>&#xA;&#xA;<ul>&#xA;<li>Nullable types by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9055#9055&quot;>Brad Barker</a></li>&#xA;<li>Anonymous types by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9099#9099&quot;>Keith</a></li>&#xA;<li><code>__makeref __reftype __refvalue</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9125#9125&quot;>Judah Himango</a></li>&#xA;<li>Object initializers by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9547#9547&quot;>lomaxx</a></li>&#xA;<li>Format strings by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/10207#10207&quot;>David in Dakota</a></li>&#xA;<li>Extension Methods by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/13932#13932&quot;>marxidad</a></li>&#xA;<li><code>partial</code> methods by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/16395#16395&quot;>Jon Erickson</a></li>&#xA;<li>Preprocessor directives by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/16482#16482&quot;>John Asbeck</a></li>&#xA;<li><code>DEBUG</code> pre-processor directive by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/29081#29081&quot;>Robert Durgin</a></li>&#xA;<li>Operator overloading by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/24914#24914&quot;>SefBkn</a></li>&#xA;<li>Type inferrence by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/28811#28811&quot;>chakrit</a></li>&#xA;<li>Boolean operators <a href=&quot;http://www.java2s.com/Tutorial/CSharp/0160__Operator-Overload/truefalseoperatorforComplex.htm&quot; rel=&quot;nofollow&quot;>taken to next level</a> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/32148#32148&quot;>Rob Gough</a></li>&#xA;<li>Pass value-type variable as interface without boxing by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/1820538#1820538&quot;>Roman Boiko</a></li>&#xA;<li>Programmatically determine declared variable type by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/1789985#1789985&quot;>Roman Boiko</a></li>&#xA;<li>Static Constructors by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/100321#100321&quot;>Chris</a></li>&#xA;<li>Easier-on-the-eyes / condensed ORM-mapping using LINQ by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/2026781#2026781&quot;>roosteronacid</a></li>&#xA;<li><code>__arglist</code> by <a href=&quot;http://stackoverflow.com/a/1836944/171819&quot;>Zac Bowling</a></li>&#xA;</ul>&#xA;&#xA;<h2>Visual Studio Features</h2>&#xA;&#xA;<ul>&#xA;<li>Select block of text in editor by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/1699477#1699477&quot; title=&quot;block text selecting with alt key&quot;>Himadri</a></li>&#xA;<li>Snippets by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9037#9037&quot;>DannySmurf</a>  </li>&#xA;</ul>&#xA;&#xA;<h2>Framework</h2>&#xA;&#xA;<ul>&#xA;<li><code>TransactionScope</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9042#9042&quot;>KiwiBastard</a></li>&#xA;<li><code>DependantTransaction</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9042#9042&quot;>KiwiBastard</a></li>&#xA;<li><code>Nullable&lt;T&gt;</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9118#9118&quot;>IainMH</a></li>&#xA;<li><code>Mutex</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9181#9181&quot;>Diago</a></li>&#xA;<li><code>System.IO.Path</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9401#9401&quot;>ageektrapped</a></li>&#xA;<li><code>WeakReference</code> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/14723#14723&quot;>Juan Manuel</a></li>&#xA;</ul>&#xA;&#xA;<h2>Methods and Properties</h2>&#xA;&#xA;<ul>&#xA;<li><code>String.IsNullOrEmpty()</code> method by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9042#9042&quot;>KiwiBastard</a></li>&#xA;<li><code>List.ForEach()</code> method by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9042#9042&quot;>KiwiBastard</a></li>&#xA;<li><code>BeginInvoke()</code>, <code>EndInvoke()</code> methods by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9581#9581&quot;>Will Dean</a></li>&#xA;<li><code>Nullable&lt;T&gt;.HasValue</code> and <code>Nullable&lt;T&gt;.Value</code> properties by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/15393#15393&quot;>Rismo</a></li>&#xA;<li><code>GetValueOrDefault</code> method by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/18158#18158&quot;>John Sheehan</a></li>&#xA;</ul>&#xA;&#xA;<h2>Tips &amp; Tricks</h2>&#xA;&#xA;<ul>&#xA;<li>Nice method for event handlers by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9282#9282&quot;>Andreas H.R. Nilsson</a></li>&#xA;<li>Uppercase comparisons by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/12137#12137&quot;>John</a></li>&#xA;<li>Access anonymous types without reflection by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/13441#13441&quot;>dp</a></li>&#xA;<li>A quick way to lazily instantiate collection properties by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/58945#58945&quot;>Will</a></li>&#xA;<li>JavaScript-like anonymous inline-functions by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/1399130#1399130&quot;>roosteronacid</a></li>&#xA;</ul>&#xA;&#xA;<h2>Other</h2>&#xA;&#xA;<ul>&#xA;<li>netmodules by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/9036#9036&quot;>kokos</a>  </li>&#xA;<li><a href=&quot;http://www.albahari.com/nutshell/linqbridge.html&quot; rel=&quot;nofollow&quot;>LINQBridge</a> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/10886#10886&quot;>Duncan Smart</a>  </li>&#xA;<li><a href=&quot;http://msdn.microsoft.com/en-us/concurrency/default.aspx&quot; rel=&quot;nofollow&quot;>Parallel Extensions</a> by <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c/31293#31293&quot;>Joel Coehoorn</a></li>&#xA;</ul>&#xA;"
9666,1,NULL,"2008-08-13 11:41:29",56,"Is accessing a variable in C# an atomic operation?","<p>I've been raised to believe that if multiple threads can access a variable, then all reads from and writes to that variable must be protected by synchronization code, such as a &quot;lock&quot; statement, because the processor might switch to another thread halfway through a write.</p>&#xA;&#xA;<p>However, I was looking through System.Web.Security.Membership using Reflector and found code like this:</p>&#xA;&#xA;<pre><code>public static class Membership&#xA;{&#xA;    private static bool s_Initialized = false;&#xA;    private static object s_lock = new object();&#xA;    private static MembershipProvider s_Provider;&#xA;&#xA;    public static MembershipProvider Provider&#xA;    {&#xA;        get&#xA;        {&#xA;            Initialize();&#xA;            return s_Provider;&#xA;        }&#xA;    }&#xA;&#xA;    private static void Initialize()&#xA;    {&#xA;        if (s_Initialized)&#xA;            return;&#xA;&#xA;        lock(s_lock)&#xA;        {&#xA;            if (s_Initialized)&#xA;                return;&#xA;&#xA;            // Perform initialization...&#xA;            s_Initialized = true;&#xA;        }&#xA;    }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>Why is the s_Initialized field read outside of the lock? Couldn't another thread be trying to write to it at the same time? <strong>Are reads and writes of variables atomic?</strong> </p>&#xA;"
11831,1,NULL,"2008-08-15 00:39:01",60,"Singletons: good design or a crutch?","<p>Singletons are a hotly debated design pattern, so I am interested in what the Stack Overflow community thought about them.</p>&#xA;&#xA;<p>Please provide reasons for your opinions, not just &quot;Singletons are for lazy programmers!&quot;</p>&#xA;&#xA;<p>Here is a fairly good article on the issue, although it is against the use of Singletons:&#xA;<a href=&quot;http://scientificninja.com/advice/performant-singletons&quot;>scientificninja.com: performant-singletons</a>.</p>&#xA;&#xA;<p>Does anyone have any other good articles on them? Maybe in support of Singletons?</p>&#xA;"
13470,1,NULL,"2008-08-17 02:01:56",3,"Purpose of {1} in this regular expression to match url protocols","<p>I was reading <a href=&quot;http://stackoverflow.com/questions/6173/regular-expression-for-parsing-links-from-a-webpage&quot; rel=&quot;nofollow&quot; title=&quot;Human Interface Guidelines&quot;>this question</a> about how to parse URLs out of web pages and had a question about the <a href=&quot;http://stackoverflow.com/questions/6173/regular-expression-for-parsing-links-from-a-webpage#6183&quot; rel=&quot;nofollow&quot;>accepted answer</a> which offered this solution:</p>&#xA;&#xA;<pre><code>((mailto\:|(news|(ht|f)tp(s?))\://){1}\S+)&#xA;</code></pre>&#xA;&#xA;<p>The solution was offered by <a href=&quot;http://stackoverflow.com/users/350/csmba&quot; rel=&quot;nofollow&quot;>csmba</a> and he credited it to <a href=&quot;http://regexlib.com/Search.aspx?k=URL&quot; rel=&quot;nofollow&quot;>regexlib.com</a>.  Whew.  Credits done.</p>&#xA;&#xA;<p>I think this is a fairly naive regular expression but it's a fine starting point for building something better.  But, my question is this:</p>&#xA;&#xA;<p>What is the point of &quot;{1}&quot;?  It means &quot;exactly one of the previous grouping&quot;, right?  Isn't that the default behavior of a grouping in a regular expression?  Would the expression be changed in any way if the {1} were removed?</p>&#xA;&#xA;<p>If I saw this from a coworker I would point out his or her error but as I write this the response is rated at a 6 and the expression on regexlib.com is rated a 4 of 5.  So maybe I'm missing something?</p>&#xA;"
15496,1,NULL,"2008-08-19 01:36:03",295,"Hidden Features of Java","<p>After reading <a href=&quot;http://stackoverflow.com/questions/9033/hidden-features-of-c&quot; rel=&quot;nofollow&quot;>Hidden Features of C#</a> I wondered, What are some of the hidden features of Java?</p>&#xA;"
18465,1,NULL,"2008-08-20 18:06:13",12,".Net Parse versus Convert","<p>In .Net you can read a string value into another data type using either .parse or Convert.To. </p>&#xA;&#xA;<p>I'm not familiar with the fundamentals of parse versus convert so I am always at a loss when asked which one is better/faster/more appropriate. </p>&#xA;&#xA;<p>So - which way is best in what type of circumstances?</p>&#xA;"
20529,1,NULL,"2008-08-21 17:01:20",65,"Useful Eclipse features?","<p>I have been using Eclipse as an IDE for a short amount of time (about 3 months of full use) and almost every day I learn about some shortcut or feature that I had absolutely no idea about.  For instance, just today I learned that <kbd>Ctrl</kbd>+<kbd>3</kbd> was the shortcut for a Quick Access window.</p>&#xA;&#xA;<p>I was wondering what your most useful/favorite Eclipse features are.  With the IDE being so big, it would be helpful to learn about the more commonly used parts of the program.</p>&#xA;"
21715,1,NULL,"2008-08-22 03:25:09",43,"List<BusinessObject> or BusinessObjectCollection?","<p>Prior to C# generics, everyone would code collections for their business objects by creating a collection base that implemented IEnumerable</p>&#xA;&#xA;<p>IE:</p>&#xA;&#xA;<pre><code>public class CollectionBase : IEnumerable&#xA;</code></pre>&#xA;&#xA;<p>and then would derive their Business Object collections from that.</p>&#xA;&#xA;<pre><code>public class BusinessObjectCollection : CollectionBase&#xA;</code></pre>&#xA;&#xA;<p>Now with the generic list class, does anyone just use that instead? I've found that I use a compromise of the two techniques:</p>&#xA;&#xA;<pre><code>public class BusinessObjectCollection : List&lt;BusinessObject&gt;&#xA;</code></pre>&#xA;&#xA;<p>I do this because I like to have strongly typed names instead of just passing Lists around.</p>&#xA;&#xA;<p>What is <strong>your</strong> approach?</p>&#xA;"
24853,1,NULL,"2008-08-24 05:19:20",305,"What is the difference between ++i and i++","<p>In C, what is the difference between using <code>++i</code> and <code>i++</code>, and which should be used in the incrementation block of a <code>for</code> loop?</p>&#xA;"
24886,1,NULL,"2008-08-24 06:48:23",220,"Is there a performance difference between i++ and ++i in C?","<p>Is there a performance difference between <code>i++</code> and <code>++i</code> if the resulting value is not used?</p>&#xA;"
24901,1,NULL,"2008-08-24 07:14:22",158,"Is there a performance difference between i++ and ++i in C++?","<p>We looked at this answer for C in this question:</p>&#xA;&#xA;<p><a href=&quot;http://stackoverflow.com/questions/24886/is-there-a-performance-difference-between-i-and-i-in-c&quot; rel=&quot;nofollow&quot;>http://stackoverflow.com/questions/24886/is-there-a-performance-difference-between-i-and-i-in-c</a></p>&#xA;&#xA;<p>What's the answer for C++?</p>&#xA;"
27745,1,NULL,"2008-08-26 11:01:37",54,"Getting parts of a URL (Regex)","<p>Given the URL (single line):<br />&#xA;<a href=&quot;http://test.example.com/dir/subdir/file.html&quot;>http://test.example.com/dir/subdir/file.html</a></p>&#xA;&#xA;<p>How can I extract the following parts using regular expressions:</p>&#xA;&#xA;<ol>&#xA;<li>The Subdomain (test)</li>&#xA;<li>The Domain (example.com)</li>&#xA;<li>The path without the file (/dir/subdir/)</li>&#xA;<li>The file (file.html)</li>&#xA;<li>The path with the file (/dir/subdir/file.html)</li>&#xA;<li>The URL without the path (<a href=&quot;http://test.example.com&quot;>http://test.example.com</a>)</li>&#xA;<li>(add any other that you think would be useful)</li>&#xA;</ol>&#xA;&#xA;<p>The regex should work correctly even if I enter the following URL:<br />&#xA;<a href=&quot;http://example.example.com/example/example/example.html&quot;>http://example.example.com/example/example/example.html</a></p>&#xA;&#xA;<p>Thank you.</p>&#xA;"
29869,1,NULL,"2008-08-27 10:41:45",14,"Regex to match all HTML tags except <p> and </p>","<p>I need to match and remove all tags using a regular expression in Perl.  I have the following:</p>&#xA;&#xA;<pre><code>&lt;\\??(?!p).+?&gt;&#xA;</code></pre>&#xA;&#xA;<p>But this still matches with the closing <code>&lt;/p&gt;</code> tag.  Any hint on how to match with the closing tag as well?</p>&#xA;&#xA;<p>Note, this is being performed on xhtml.</p>&#xA;"
30251,1,NULL,"2008-08-27 14:19:45",88,"Tables instead of DIVs","<blockquote>&#xA;  <p><strong>Possible Duplicate:</strong><br>&#xA;  <a href=&quot;http://stackoverflow.com/questions/83073/why-not-use-tables-for-layout-in-html&quot;>Why not use tables for layout in HTML?</a>  </p>&#xA;</blockquote>&#xA;&#xA;&#xA;&#xA;<p>Under what conditions should you choose tables instead of DIVs in HTML coding?</p>&#xA;"
30373,1,NULL,"2008-08-27 15:03:00",65,"What C++ pitfalls should I avoid?","<p>I remember first learning about vectors in the STL and after some time, I wanted to use a vector of bools for one of my projects. After seeing some strange behavior and doing some research, I learned that <a href=&quot;http://www.informit.com/guides/content.aspx?g=cplusplus&amp;seqNum=98&quot; rel=&quot;nofollow&quot;>a vector of bools is not really a vector of bools</a>.</p>&#xA;&#xA;<p>Are there any other common pitfalls to avoid in C++?</p>&#xA;"
32282,1,NULL,"2008-08-28 13:34:56",85,"How can test I regular expressions using multiple RE engines?","<p>How can I test the same regex against different regular expression engines?</p>&#xA;"
33265,1,NULL,"2008-08-28 20:06:02",85,"What's the false operator in C# good for?","<p>There are two weird operators in C#:</p>&#xA;&#xA;<ul>&#xA;<li>the <a href=&quot;http://msdn.microsoft.com/en-us/library/6x6y6z4d.aspx&quot;>true operator</a></li>&#xA;<li>the <a href=&quot;http://msdn.microsoft.com/en-us/library/6292hy1k.aspx&quot;>false operator</a></li>&#xA;</ul>&#xA;&#xA;<p>If I understand this right these operators can be used in types which I want to use instead of a boolean expression and where I don't want to provide an implicit conversion to bool.</p>&#xA;&#xA;<p>Let's say I have a following class:</p>&#xA;&#xA;<pre><code>    public class MyType&#xA;    {&#xA;        public readonly int Value;&#xA;&#xA;        public MyType(int value)&#xA;        {&#xA;            Value = value;&#xA;        }&#xA;&#xA;        public static bool operator true (MyType mt)&#xA;        {&#xA;            return  mt.Value &gt; 0;&#xA;        }&#xA;&#xA;        public static bool operator false (MyType mt)&#xA;        {&#xA;            return  mt.Value &lt; 0;&#xA;        }&#xA;&#xA;    }&#xA;</code></pre>&#xA;&#xA;<p>So I can write the following code:</p>&#xA;&#xA;<pre><code>    MyType mTrue = new MyType(100);&#xA;    MyType mFalse = new MyType(-100);&#xA;    MyType mDontKnow = new MyType(0);&#xA;&#xA;    if (mTrue)&#xA;    {&#xA;         // Do something.&#xA;    }&#xA;&#xA;    while (mFalse)&#xA;    {&#xA;        // Do something else.&#xA;    }&#xA;&#xA;    do&#xA;    {&#xA;        // Another code comes here.&#xA;    } while (mDontKnow)&#xA;</code></pre>&#xA;&#xA;<p>However for all the examples above only the true operator is executed. So what's the false operator in C# good for?</p>&#xA;&#xA;<p><em>Note: More examples can be found <a href=&quot;http://www.java2s.com/Tutorial/CSharp/0160__Operator-Overload/truefalseoperatorforComplex.htm&quot;>here</a>, <a href=&quot;http://www.java2s.com/Tutorial/CSharp/0160__Operator-Overload/OverloadtrueandfalseforTwoDimension.htm&quot;>here</a> and <a href=&quot;http://www.java2s.com/Tutorial/CSharp/0160__Operator-Overload/trueandfalseoperator.htm&quot;>here</a>.</em></p>&#xA;"
34571,1,NULL,"2008-08-29 16:11:10",904,"How to test a class that has private methods, fields or inner classes","<p>How do I use JUnit to test a class that has internal private methods, fields or nested classes? It seems bad to change the access modifier for a method just to be able to run a test. </p>&#xA;"
